,Make,Model,Variant,PriceInLakhs,Displacement,Cylinders,ValvesPerCylinder,Drivetrain,Cylinder_Configuration,Emission_Norm,EngineLocation,Fuel_System,FuelTankCapacity,FuelType,Height,Length,Width,BodyType,Doors,City_Mileage,Highway_Mileage,ARAICertifiedMileage,ARAI_Certified_Mileage_for_CNG,KerbWeight,Gears,GroundClearance,Front_Brakes,Rear_Brakes,Front_Suspension,Rear_Suspension,Front_Track,Rear_Track,Front_Tyre_&_Rim,Rear_Tyre_&_Rim,Power_Steering,Power_Windows,Power_Seats,Keyless_Entry,Power,Torque,Odometer,Speedometer,Tachometer,Tripmeter,SeatingCapacity,Seats_Material,Type,Wheelbase,Wheels_Size,Start_/_Stop_Button,12v_Power_Outlet,Audiosystem,Aux-in_Compatibility,Average_Fuel_Consumption,Basic_Warranty,Bluetooth,Boot-lid_Opener,Boot_Space,CD_/_MP3_/_DVD_Player,Central_Locking,Child_Safety_Locks,Clock,Cup_Holders,Distance_to_Empty,Door_Pockets,Engine_Malfunction_Light,Extended_Warranty,FM_Radio,Fuel-lid_Opener,Fuel_Gauge,Handbrake,Instrument_Console,Low_Fuel_Warning,Minimum_Turning_Radius,Multifunction_Display,Sun_Visor,Third_Row_AC_Vents,Ventilation_System,Auto-Dimming_Rear-View_Mirror,Hill_Assist,Gear_Indicator,3_Point_Seat-Belt_in_Middle_Rear_Seat,Ambient_Lightning,Cargo/Boot_Lights,Drive_Modes,Engine_Immobilizer,High_Speed_Alert_System,Lane_Watch_Camera/_Side_Mirror_Camera,Passenger_Side_Seat-Belt_Reminder,Seat_Back_Pockets,Voice_Recognition,Walk_Away_Auto_Car_Lock,ABS_(Anti-lock_Braking_System),Headlight_Reminder,Adjustable_Headrests,GrossVehicleWeight,Airbags,Door_Ajar_Warning,EBD_(Electronic_Brake-force_Distribution),Fasten_Seat_Belt_Warning,Gear_Shift_Reminder,Number_of_Airbags,Compression_Ratio,Adjustable_Steering_Column,Other_Specs,Other_specs,Parking_Assistance,Key_Off_Reminder,USB_Compatibility,Android_Auto,Apple_CarPlay,Cigarette_Lighter,Infotainment_Screen,Multifunction_Steering_Wheel,Average_Speed,EBA_(Electronic_Brake_Assist),Seat_Height_Adjustment,vigation_System,Second_Row_AC_Vents,Tyre_Pressure_Monitoring_System,Rear_Center_Armrest,iPod_Compatibility,ESP_(Electronic_Stability_Program),Cooled_Glove_Box,Recommended_Tyre_Pressure,Heated_Seats,Turbocharger,ISOFIX_(Child-Seat_Mount),Rain_Sensing_Wipers,Paddle_Shifters,Leather_Wrapped_Steering,Automatic_Headlamps,Engine_Type,ASR_/_Traction_Control,Cruise_Control,USB_Ports,Heads-Up_Display,Welcome_Lights,Battery,Electric_Range,UnitsSoldPerThousand,ProfitPercent
972,Kia,Seltos,Htx 1.5,17.38,1497 cc,,,FWD,In-line,BS 6,"Front, Longitudil",Injection,60 litres,Petrol,1645 mm,4315 mm,1800 mm,SUV,5,,,16.8 km/litre,,,6,190 mm,Ventilated Disc,Ventilated Disc,McPherson strut with coil spring,Coupled Torsion Beam Axle (CTBA) with coil spring,,,215/60 R17,215/60 R17,Electric Power,All Windows,,Smart Key,115PS@6300rpm,144Nm@4500 rpm,Digital,Alog,Digital,Yes,5,Fabric,Manual,2610 mm,215/60 R17,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,,Yes,"Interl, With Remote",433 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,3 Years Unlimited Kilometres,Yes,"With Remote, Interl",Digital,Manual,Alog + Digital,Yes,5.3 meter,Yes,Driver & Front Passenger,,Fully automatic climate control,Yes,,,,,Yes,Normal,Yes,,,,Yes,,Yes,Yes,Yes,All Rows,,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag",Yes,Yes,Yes,,2,,Rake,,,Rear sensors with camera,Yes,Yes,Yes,Yes,Yes,Touch Sensitive,Multifunction Steering Wheel,,,Manual Adjustment,Yes,Yes,Yes,Yes,,,Yes,,,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,,,,,,76,17.21
973,Kia,Seltos,Htx Cvt 1.5,2.81,1497 cc,,,FWD,In-line,BS 6,"Front, Longitudil",Injection,60 litres,Petrol,1645 mm,4315 mm,1800 mm,SUV,5,,,16.8 km/litre,,,6,190 mm,Ventilated Disc,Ventilated Disc,McPherson strut with coil spring,Coupled Torsion Beam Axle (CTBA) with coil spring,,,215/60 R17,215/60 R17,Electric Power,All Windows,"Yes, with memory",Smart Key,115PS@6300rpm,144Nm@4500 rpm,Digital,Alog,Digital,Yes,5,Leather,Automatic,2610 mm,215/60 R17,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,,Yes,"With Remote, Interl",433 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,3 Years Unlimited Kilometres,Yes,"Interl, With Remote",Digital,Manual,Alog + Digital,Yes,5.3 meter,Yes,Driver & Front Passenger,,Fully automatic climate control,Yes,Yes,Yes,,,Yes,"Normal, Comfort, Eco, Sport",Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,All Rows,,"Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",Yes,Yes,Yes,Yes,4,,Rake,,,Front and rear sensors with camera,Yes,Yes,Yes,Yes,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,,Driver,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,,63,5.39
974,Kia,Seltos,Hte 1.5 Diesel,14.79,1493 cc,,,FWD,In-line,BS 6,"Front, Longitudil",Injection,60 litres,Diesel,1645 mm,4315 mm,1800 mm,SUV,5,,,20 km/litre,,,6,190 mm,Ventilated Disc,Ventilated Disc,McPherson strut with coil spring,Coupled Torsion Beam Axle (CTBA) with coil spring,,,205/65 R16,205/65 R16,Electric Power,All Windows,,Remote,114PS@4000 rpm,250Nm@1500-2750rpm,Digital,Alog,Digital,Yes,5,Fabric,Manual,2610 mm,205/65 R16,,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,,,Yes,Interl,433 litres,Yes,Yes,Yes,Digital,Front,,Front,Yes,3 Years Unlimited Kilometres,Yes,Interl,Digital,Manual,Alog + Digital,Yes,5.3 meter,Yes,Driver & Front Passenger,,Manual Air conditioning with cooling and heating,Yes,,,,Yes,,Normal,Yes,,,,Yes,,,Yes,Yes,All Rows,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,,,2,,Rake,,,Rear sensors,,Yes,,,Yes,,Multifunction Steering Wheel,,,Manual Adjustment,,Yes,,,,,,,,Yes,,,,,,,,,,,,,,2,3.56
975,Kia,Seltos,Htk 1.5 Diesel,4.07,1493 cc,,,FWD,In-line,BS 6,"Front, Longitudil",Injection,60 litres,Diesel,1645 mm,4315 mm,1800 mm,SUV,5,,,20 km/litre,,,6,190 mm,Ventilated Disc,Ventilated Disc,McPherson strut with coil spring,Coupled Torsion Beam Axle (CTBA) with coil spring,,,205/65 R16,205/65 R16,Electric Power,All Windows,,Remote,115PS@4000RPM,250Nm@1500-2750rpm,Digital,Alog,Digital,Yes,5,Fabric,Manual,2610 mm,,,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,,,Yes,"Manual, Interl",433 litres,Yes,Yes,Yes,Digital,Front,Yes,Front,Yes,3 Years Unlimited Kilometres,Yes,Interl,Digital,Manual,Alog + Digital,Yes,5.3 meter,Yes,Driver & Front Passenger,,Manual Air conditioning with cooling and heating,Yes,,,,,,Normal,Yes,,,,Yes,,,Yes,Yes,All Rows,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2,,Rake,,,Rear sensors with camera,,Yes,Yes,Yes,Yes,Touch Sensitive,Multifunction Steering Wheel,,,,,Yes,,,,,,,,Yes,,,,,,,,,,,,,,73,17.99
976,Kia,Seltos,Htk Plus 1.5 Diesel,10.88,1493 cc,,,FWD,In-line,BS 6,"Front, Longitudil",Injection,60 litres,Diesel,1645 mm,4315 mm,1800 mm,SUV,5,,,20 km/litre,,,6,190 mm,Ventilated Disc,Ventilated Disc,McPherson strut with coil spring,Coupled Torsion Beam Axle (CTBA) with coil spring,,,205/65 R16,205/65 R16,Electric Power,All Windows,,Smart Key,115PS@4000RPM,250Nm@1500-2750rpm,Digital,Alog,Digital,Yes,5,Fabric,Manual,2610 mm,,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,,Yes,"Interl, With Remote",433 litres,Yes,Yes,Yes,Digital,Front,Yes,Front,Yes,3 Years Unlimited Kilometres,Yes,"Interl, With Remote",Digital,Manual,Digital,Yes,5.3 meter,Yes,Driver & Front Passenger,,Manual Air conditioning with cooling and heating,Yes,,,,,,Normal,Yes,,,,Yes,,,Yes,Yes,All Rows,,"Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",Yes,Yes,Yes,,4,,Rake,,,Rear sensors with camera,,Yes,Yes,Yes,Yes,Touch Sensitive,Multifunction Steering Wheel,,,Manual Adjustment,,Yes,Yes,,,,Yes,,,Yes,,Yes,,,Yes,,,Yes,,,,,,53,1.67
977,Kia,Seltos,Htk Plus At 1.5 Diesel,11.7,1493 cc,,,FWD,In-line,BS 6,"Front, Longitudil",Injection,60 litres,Diesel,1645 mm,4315 mm,1800 mm,SUV,5,,,20 km/litre,,,6,190 mm,Ventilated Disc,Ventilated Disc,McPherson strut with coil spring,Coupled Torsion Beam Axle (CTBA) with coil spring,,,205/65 R16,205/65 R16,Electric Power,All Windows,,Smart Key,115PS@4000RPM,250Nm@1500-2750rpm,Digital,Alog,Digital,Yes,5,Fabric,Automatic,2610 mm,,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,,Yes,"With Remote, Interl",433 litres,Yes,Yes,Yes,Digital,Front,Yes,Front,Yes,3 Years Unlimited Kilometres,Yes,"Interl, With Remote",Digital,Automatic,Alog + Digital,Yes,5.3 meter,Yes,Driver & Front Passenger,,Manual Air conditioning with cooling and heating,Yes,,,,,,"Normal, Comfort, Eco, Sport",Yes,Yes,,,Yes,,,Yes,Yes,All Rows,,"Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",Yes,Yes,Yes,,4,,Rake,,,Rear sensors with camera,Yes,Yes,Yes,Yes,Yes,Touch Sensitive,Multifunction Steering Wheel,,,Manual Adjustment,,Yes,,,,,Yes,,,Yes,Yes,Yes,,,Yes,,,Yes,,,,,,47,8.71
978,Kia,Seltos,Htx Plus 1.5 Diesel,19.56,1493 cc,,,FWD,In-line,BS 6,"Front, Longitudil",Injection,60 litres,Diesel,1645 mm,4315 mm,1800 mm,SUV,5,,,20 km/litre,,,6,190 mm,Ventilated Disc,Ventilated Disc,McPherson strut with coil spring,Coupled Torsion Beam Axle (CTBA) with coil spring,,,215/60 R17,215/60 R17,Electric Power,All Windows,"Yes, with memory",Smart Key,115PS@4000RPM,250Nm@1500-2750rpm,Digital,Alog,Digital,Yes,5,Leather,Manual,2610 mm,215/60 R17,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,,Yes,"Interl, With Remote",433 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,3 Years Unlimited Kilometres,Yes,"Interl, With Remote",Digital,Manual,Alog + Digital,Yes,5.3 meter,Yes,Driver & Front Passenger,,Fully automatic climate control,Yes,,Yes,,,Yes,Normal,Yes,,,,Yes,Yes,Yes,Yes,Yes,All Rows,,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag",Yes,Yes,Yes,Yes,4,,"Rake, Reach",,,Front and rear sensors with camera,Yes,Yes,Yes,Yes,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,,Electric Adjustment,Yes,Yes,Yes,Cup Holders,Yes,,Yes,,Driver,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,,,,,,8,18.04
979,Kia,Seltos,Htx Plus At 1.5 Diesel,5,1493 cc,,,FWD,In-line,BS 6,"Front, Longitudil",Injection,60 litres,Diesel,1645 mm,4315 mm,1800 mm,SUV,5,,,20 km/litre,,,6,190 mm,Ventilated Disc,Ventilated Disc,McPherson strut with coil spring,Coupled Torsion Beam Axle (CTBA) with coil spring,,,205/65 R16,205/65 R16,Electric Power,All Windows,"Yes, with memory",Smart Key,115PS@4000RPM,250Nm@1500-2750rpm,Digital,Alog,Digital,Yes,5,Leather,Automatic,2610 mm,,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,,Yes,"With Remote, Interl",433 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,3 Years Unlimited Kilometres,Yes,"With Remote, Interl",Digital,Manual,Alog + Digital,Yes,5.3 meter,Yes,Driver & Front Passenger,,Fully automatic climate control,Yes,Yes,Yes,,,Yes,"Normal, Comfort, Eco, Sport",Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,All Rows,,"Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",Yes,Yes,Yes,Yes,4,,"Rake, Reach",,,Front and rear sensors with camera,Yes,Yes,Yes,Yes,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,,Driver,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,,,,,82,13.94
980,Kia,Seltos,Gtk 1.4,8.09,1353 cc,4,,FWD,In-line,BS 6,"Front, Longitudil",Injection,50 litres,Petrol,1645 mm,4315 mm,1800 mm,SUV,5,,,16.1 km/litre,,,6,190 mm,Ventilated Disc,Ventilated Disc,McPherson strut with coil spring,Coupled Torsion Beam Axle (CTBA) with coil spring,,,215/60 R17,215/60 R17,Electric Power,All Windows,,Smart Key,140PS@6000RPM,242Nm@1500-3200rpm,Alog,Alog,Alog,Yes,5,Fabric,Manual,2610 mm,215/60 R17,,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,,Yes,"With Remote, Manual",433 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,3 Years Unlimited Kilometres,Yes,"Interl, With Remote",Alog,Manual,Alog + Digital,Yes,5.3 meter,Yes,Driver & Front Passenger,,Fully automatic climate control,Yes,,Yes,,,Yes,Normal,Yes,,,,Yes,Yes,Yes,Yes,Yes,All Rows,,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,Yes,2,,"Rake, Reach",,,Rear sensors with camera,Yes,Yes,Yes,Yes,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,,Manual Adjustment,Yes,Yes,Yes,,,,Yes,,,Yes,Yes,Yes,,Yes,Yes,,,,,,,,,32,18.01
981,Kia,Seltos,Gtx 1.4,10.52,1353 cc,4,,FWD,In-line,BS 6,"Front, Longitudil",Injection,50 litres,Petrol,1645 mm,4315 mm,1800 mm,SUV,5,,,16.1 km/litre,,,6,190 mm,Ventilated Disc,Ventilated Disc,McPherson strut with coil spring,Coupled Torsion Beam Axle (CTBA) with coil spring,,,215/60 R17,215/60 R17,Electric Power,All Windows,,Smart Key,140PS@6000RPM,242Nm@1500-3200rpm,Digital,"Alog, Digital",Digital,Yes,5,Fabric,Manual,2610 mm,215/60 R17,,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,,Yes,"Manual, With Remote",433 litres,Yes,Yes,Yes,Digital,Yes,Yes,,Yes,3 Years Unlimited Kilometres,Yes,"Interl, With Remote",Digital,Manual,Alog + Digital,Yes,5.3 meter,Yes,Driver & Front Passenger,,Fully automatic climate control,Yes,Yes,Yes,,Yes,Yes,"Normal, Comfort, Eco, Sport",Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,All Rows,,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag",Yes,Yes,Yes,Yes,4,,"Rake, Reach",,,Rear sensors with camera,Yes,Yes,Yes,Yes,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,,Yes,,,65,2.89
982,Kia,Seltos,Gtx At 1.4,17.71,1353 cc,4,,FWD,In-line,BS 6,"Front, Longitudil",Injection,50 litres,Petrol,1645 mm,4315 mm,1800 mm,SUV,5,,,16.5 km/litre,,,7,190 mm,Ventilated Disc,Ventilated Disc,McPherson strut with coil spring,Coupled Torsion Beam Axle (CTBA) with coil spring,,,215/60 R17,215/60 R17,Electric Power,All Windows,"Yes, with memory",Smart Key,140PS@6000RPM,242Nm@1500-3200rpm,Digital,Alog,Digital,Yes,5,Leather,DCT,2610 mm,215/60 R17,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,,Yes,"Manual, With Remote",433 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,3 Years Unlimited Kilometres,Yes,"Interl, With Remote",Digital,Manual,Alog + Digital,Yes,5.3 meter,Yes,Driver & Front Passenger,,Fully automatic climate control,Yes,Yes,Yes,,Yes,Yes,Normal,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,All Rows,,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Drive side airbag",Yes,Yes,Yes,Yes,4,,"Rake, Reach",,,Front and rear sensors with camera,Yes,Yes,Yes,Yes,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment with Memory,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,,Yes,,,14,10.01
983,Kia,Seltos,Gtx Plus 1.4,19.76,1353 cc,4,,FWD,In-line,BS 6,"Front, Longitudil",Injection,50 litres,Petrol,1645 mm,4315 mm,1800 mm,SUV,5,,,16.1 km/litre,,,6,190 mm,Ventilated Disc,Ventilated Disc,McPherson strut with coil spring,Coupled Torsion Beam Axle (CTBA) with coil spring,,,215/60 R17,215/60 R17,Electric Power,All Windows,"Yes, with memory",Smart Key,140PS@6000RPM,242Nm@1500-3200rpm,Digital,Alog,Digital,Yes,5,Leather,Manual,2610 mm,215/60 R17,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,,Yes,"With Remote, Manual, Interl",433 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,3 Years Unlimited Kilometres,Yes,"Interl, With Remote",Digital,Manual,Alog + Digital,Yes,5.3 meter,Yes,Driver & Front Passenger,,Fully automatic climate control,Yes,Yes,Yes,,Yes,Yes,"Normal, Comfort, Eco, Sport",Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,All Rows,,"Drive side airbag, Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag",Yes,Yes,Yes,Yes,4,,"Rake, Reach",,,Front and rear sensors with camera,Yes,Yes,Yes,Yes,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Electric Adjustment with Memory,Yes,Yes,Yes,Cup Holders,Yes,Yes,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,,Yes,,,36,15.31
984,Kia,Seltos,Htx 1.5 Diesel,15.88,1493 cc,,,FWD,In-line,BS 6,"Front, Longitudil",Injection,60 litres,Diesel,1645 mm,4315 mm,1800 mm,SUV,5,,,20 km/litre,,,6,190 mm,Ventilated Disc,Ventilated Disc,McPherson strut with coil spring,Coupled Torsion Beam Axle (CTBA) with coil spring,,,215/60 R17,215/60 R17,Electric Power,All Windows,,Smart Key,115PS@4000RPM,250Nm@1500-2750rpm,Digital,Alog,Digital,Yes,5,Fabric,Manual,2610 mm,215/60 R17,Yes,Yes,CD/MP3/DVD Player with USB & Aux-in,Yes,Yes,,Yes,"Interl, With Remote",433 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front & Rear,Yes,3 Years Unlimited Kilometres,Yes,"Interl, With Remote",Digital,Manual,Alog + Digital,Yes,5.3 meter,Yes,Co-Driver Only,,Fully automatic climate control,Yes,,Yes,,,Yes,"Comfort, Eco, Sport, Normal",Yes,,,,Yes,Yes,Yes,Yes,Yes,All Rows,,"Driver frontal airbag, Drive side airbag, Front passenger frontal airbag, Front passenger side airbag",Yes,Yes,Yes,Yes,4,,Rake,,,Rear sensors with camera,Yes,Yes,Yes,Yes,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,,Manual Adjustment,Yes,Yes,Yes,Cup Holders,,,Yes,,,Yes,Yes,Yes,,Yes,Yes,,,Yes,,,,,,85,3.42
985,Nissan,Terrano,Xe D 85Ps,4.16,1461 cc,4,4,FWD,In-line,BS IV,"Front, Transverse",Injection,50 litres,Diesel,1671 mm,4331 mm,1822 mm,SUV,5,17.1 km/litre,20.45 km/litre,20.45 km/litre,,1236 kg,5,205 mm,Ventilated Disc,Drum,Independent MacPherson Dual path Strut with coil spring,Torsion beam axle with coil springs & anti-roll bar,1560 mm,1567 mm,215/65R16,215/65R16,Hydraulic Power,All Windows,,Remote,85PS@3750rpm,200Nm@1900rpm,Digital,Alog,Alog,Yes,5,Fabric,Manual,2673 mm,215/65R16,,1,Not on offer,,Yes,24 months /50000 Kms (whichever comes first),,Interl,475 litres,,Yes,Yes,Digital,Front,Yes,Front,Yes,2 years / 80000 Kms (years/distance whichever comes first),,Interl,Digital,Manual,Alog + Digital,Yes,5.2 meter,Yes,Driver & Front Passenger,,Manual Air conditioning with cooling and heating,,,,,,,,Yes,,,,Yes,,,Yes,Yes,Front Row,1764 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2,,Rake,,,,Yes,,,,,Touch Sensitive,,Yes,,,,,,,,Yes,,,,,,,,,,,,,,,,,,90,10.93
986,Nissan,Terrano,Xv D Premium 110 Ps Amt,2.53,1461 cc,4,4,FWD,In-line,BS IV,"Front, Transverse",Injection,50 litres,Diesel,1671 mm,4331 mm,1822 mm,SUV,5,16 km/litre,19.01 km/litre,19.01 km/litre,,1360 kg,6,205 mm,Ventilated Disc,Drum,Independent MacPherson Dual path Strut with coil spring,Torsion beam axle with coil springs & anti-roll bar,1560 mm,1567 mm,215/65R16,215/65R16,Electro-Hydraulic,All Windows,,Remote,110PS@3900rpm,248Nm@2250rpm,Digital,Alog,Alog,Yes,5,Fabric,Automatic,2673 mm,215/65R16,Yes,2,CD Player with USB & Aux-in,Yes,Yes,24 months /50000 Kms (whichever comes first),Yes,Interl,475 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front,Yes,2 years / 80000 Kms (years/distance whichever comes first),Yes,Interl,Digital,Manual,Alog + Digital,Yes,5.2 meter,Yes,Driver & Front Passenger,,Fully automatic climate control,,,,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,1787 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2,,Rake,,,Rear sensors,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Manual Adjustment,Yes,Yes,,Cup Holders,,Yes,,,,,,,,Yes,,,,Yes,,,,,,79,11.12
987,Nissan,Terrano,Xl (P),19.57,1598 cc,4,4,FWD,In-line,BS IV,"Front, Transverse",Injection,50 litres,Petrol,1671 mm,4331 mm,1822 mm,SUV,5,10.1 km/litre,13.24 km/litre,13.24 km/litre,,1360 kg,5,205 mm,Ventilated Disc,Drum,Independent McPherson strut with Coil spring & Anti-roll bar,Torsion beam axle with coil springs & anti-roll bar,1560 mm,1567 mm,215/65R16,215/65R16,Hydraulic Power,All Windows,,Remote,104PS@5850rpm,145Nm@3750rpm,Digital,Alog,Alog,Yes,5,Fabric,Manual,2673 mm,215/65R16,,2,CD Player with USB & Aux-in,Yes,Yes,24 months /50000 Kms (whichever comes first),Yes,Interl,475 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front,Yes,2 years / 80000 Kms (years/distance whichever comes first),Yes,Interl,Digital,Manual,Alog + Digital,Yes,5.2 meter,Yes,Driver & Front Passenger,,Manual Air conditioning with cooling and heating,Yes,,,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,1755 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2,,Rake,,,,Yes,Yes,,,,Touch Sensitive,,Yes,Yes,,,,,Cup Holders,,Yes,,,,,,,,,,,,Yes,,,,,,45,11.54
988,Nissan,Terrano,Xl D(O),2.42,1461 cc,4,4,FWD,In-line,BS IV,"Front, Transverse",Injection,50 litres,Diesel,1671 mm,4331 mm,1822 mm,SUV,5,17.1 km/litre,20.45 km/litre,20.45 km/litre,,1360 kg,5,205 mm,Ventilated Disc,Drum,Independent MacPherson Dual path Strut with coil spring,Torsion beam axle with coil springs & anti-roll bar,1560 mm,1567 mm,215/65R16,215/65R16,Electro-Hydraulic,All Windows,,Remote,85PS@3750rpm,200Nm@1900rpm,Digital,Alog,Alog,Yes,5,Fabric,Manual,2673 mm,215/65R16,,2,CD Player with USB & Aux-in,Yes,Yes,24 months /50000 Kms (whichever comes first),Yes,Interl,475 litres,Yes,Yes,Yes,Digital,Front,Yes,Front,Yes,2 years / 80000 Kms (years/distance whichever comes first),Yes,Interl,Digital,Manual,Alog + Digital,Yes,5.2 meter,Yes,Driver & Front Passenger,,Manual Air conditioning with cooling and heating,Yes,,,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,1764 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2,,Rake,,,,Yes,Yes,,,,,,Yes,Yes,Manual Adjustment,,,,Cup Holders,,,,,,Yes,,,,,,,,,,,,,,3,3.58
989,Nissan,Terrano,Xv D Premium 110 Ps,16.09,1461 cc,4,4,FWD,In-line,BS IV,"Front, Transverse",Injection,50 litres,Diesel,1671 mm,4331 mm,1822 mm,SUV,5,16 km/litre,19.01 km/litre,19.01 km/litre,,1360 kg,6,205 mm,Ventilated Disc,Drum,Independent MacPherson Dual path Strut with coil spring,Torsion beam axle with coil springs & anti-roll bar,1560 mm,1567 mm,215/65R16,215/65R16,Electro-Hydraulic,All Windows,,Remote,110PS@3900rpm,248Nm@2250rpm,Digital,Alog,Alog,Yes,5,Leather,Manual,2673 mm,215/65R16,,2,CD Player with USB & Aux-in,Yes,Yes,24 months /50000 Kms (whichever comes first),Yes,Interl,475 litres,Yes,Yes,Yes,Digital,Front & Rear,Yes,Front,Yes,2 years / 80000 Kms (years/distance whichever comes first),Yes,Interl,Digital,Manual,Alog + Digital,Yes,5.2 meter,Yes,Driver & Front Passenger,,Manual Air conditioning with cooling and heating,Yes,,,,,,,Yes,,,,Yes,,,Yes,Yes,All Rows,1787 kg,"Driver frontal airbag, Front passenger frontal airbag",Yes,Yes,Yes,,2,,Rake,,,Rear sensors,Yes,Yes,,,Yes,Touch Sensitive,Multifunction Steering Wheel,Yes,Yes,Manual Adjustment,,Yes,,Cup Holders,,Yes,,,,,,,,Yes,,,,Yes,,,,,,29,1.16
